"UM_CODE";"UM_NAMEF";"global_id";"UM_NAMES";"UM_TRANS";"UM_TYPE";"UM_TM";"UM_TE";"UM_KLADR";
"021927";"Производственная улица";"58482440";"Производственная ул.";"Proizvodstvennaya ulicza";"001";"";"0816";"77000000000238300";
"021929";"улица Логвиненко";"58482441";"ул. Логвиненко";"ulicza Logvinenko";"001";"";"1005";"77000002000457200";
"021930";"Прокатная улица";"58482442";"Прокатная ул.";"Prokatnaya ulicza";"001";"";"0407";"77000000000043700";
"021931";"проектируемый проезд № 1087";"58482443";"пр.пр. № 1087";"proektiruemy'j proezd № Odna Ty'syacha Vosem`desyat Sem`";"032";"";"0217";"77000000000431300";
"021932";"проектируемый проезд № 210";"58482445";"пр.пр. № 210";"proektiruemy'j proezd № Dvesti Desyat`";"032";"";"0208";"77000000000431200";
"021933";"проектируемый проезд № 2236";"58482446";"пр.пр. № 2236";"proektiruemy'j proezd № Dve Ty'syachi Dvesti Tridczat` Shest`";"032";"";"0206";"77000000000431100";
"021936";"проектируемый проезд № 5265";"58482448";"пр.пр. № 5265";"proektiruemy'j proezd № Pyat` Ty'syach Dvesti Shest`desyat Pyat`";"032";"";"0206;0208";"77000000000430900";
"021939";"проектируемый проезд № 727";"58482449";"пр.пр. № 727";"proektiruemy'j proezd № Sem`sot Dvadczat` Sem`";"032";"";"0212";"77000000000430200";
"021940";"Прокудинский переулок";"58482450";"Прокудинский пер.";"Prokudinskij pereulok";"002";"";"0106";"77000000000238400";
"021942";"проектируемый проезд № 951";"58482451";"пр.пр. № 951";"proektiruemy'j proezd № Devyat`sot Pyat`desyat Odin";"032";"";"0415";"77000000000430400";
"021944";"проектируемый проезд № 4025";"58482452";"пр.пр. № 4025";"proektiruemy'j proezd № Chety're Ty'syachi Dvadczat` Pyat`";"032";"";"0908";"77000000000449200";
"021954";"Новокрюковская улица";"58482454";"Новокрюковская ул.";"Novokryukovskaya ulicza";"001";"";"1005";"77000002000455600";
"021955";"улица Андреевка";"58482455";"ул. Андреевка";"ulicza Andreevka";"001";"";"1005";"77000002000432800";
"021957";"улица Полины Осипенко";"58482456";"ул. Полины Осипенко";"ulicza Poliny' Osipenko";"001";"";"0217";"77000000000450700";
"021960";"Пролетарский проспект";"58482457";"Пролетарский просп.";"Proletarskij prospekt";"010";"";"0612;0618";"77000000000238600";
"021970";"аллея Пролетарского Входа";"58482458";"аллея Пролетарского Входа";"alleya Proletarskogo Vxoda";"009";"";"0408";"77000000000379000";
"021980";"площадь Проломная Застава";"58482459";"пл. Проломная Застава";"ploshhad` Prolomnaya Zastava";"004";"";"0507";"77000000000030200";
"022010";"проезд Завода Серп и Молот";"58482460";"пр. Завода Серп и Молот";"proezd Zavoda Serp i Molot";"003";"";"0507";"77000000000262300";
"022030";"Промышленная улица";"58482461";"Промышленная ул.";"Promy'shlennaya ulicza";"001";"";"0618";"77000000000051800";
"022035";"Промышленный проезд";"58482462";"Промышленный пр.";"Promy'shlenny'j proezd";"003";"";"0818";"77000000000238800";
"022040";"Пронская улица";"58482463";"Пронская ул.";"Pronskaya ulicza";"001";"";"0504";"77000000000343400";
"022060";"Просвирин переулок";"58482464";"Просвирин пер.";"Prosvirin pereulok";"002";"";"0104";"77000000000067700";
"022070";"улица Просвещения";"58482465";"ул. Просвещения";"ulicza Prosveshheniya";"001";"";"0313";"77000000000379200";
"022160";"Просторная улица";"58482466";"Просторная ул.";"Prostornaya ulicza";"001";"";"0403;0415";"77000000000238900";
"022170";"Проточный переулок";"58482467";"Проточный пер.";"Protochny'j pereulok";"002";"";"0101";"77000000000239100";
"022180";"Профсоюзная улица";"58482469";"Профсоюзная ул.";"Profsoyuznaya ulicza";"001";"";"0701;0704;0707;0709;0710;0712";"77000000000239200";
"022190";"Прохладная улица";"58482470";"Прохладная ул.";"Proxladnaya ulicza";"001";"";"0606";"77000000000051900";
"022200";"улица Проходчиков";"58482471";"ул. Проходчиков";"ulicza Proxodchikov";"001";"";"0317";"77000000000239300";
"022220";"улица Маршала Прошлякова";"58482472";"ул. Маршала Прошлякова";"ulicza Marshala Proshlyakova";"001";"";"0905";"77000000000749300";
"022230";"улица Пруд-Ключики";"58482473";"ул. Пруд-Ключики";"ulicza Prud-Klyuchiki";"001";"";"0507";"77000000000025000";
"022240";"Прудная улица";"58482474";"Прудная ул.";"Prudnaya ulicza";"001";"";"1005";"77000002000239500";
"022248";"Прудный переулок";"58482475";"Прудный пер.";"Prudny'j pereulok";"002";"";"1005";"77000002000239600";
"022250";"Прудовая улица";"58482476";"Прудовая ул.";"Prudovaya ulicza";"001";"";"0816";"77000000000239700";
"022260";"Прудовой проезд";"58482477";"Прудовой пр.";"Prudovoj proezd";"003";"";"0310";"77000000000239800";
"022270";"1-я Прядильная улица";"58482478";"1-я Прядильная ул.";"Pervaya Pryadil`naya ulicza";"001";"";"0408";"77000000000239900";
"022280";"2-я Прядильная улица";"58482479";"2-я Прядильная ул.";"Vtoraya Pryadil`naya ulicza";"001";"";"0408";"77000000000240000";
"022290";"3-я Прядильная улица";"58482480";"3-я Прядильная ул.";"Tret`ya Pryadil`naya ulicza";"001";"";"0408";"77000000000240100";
"022300";"Андроньевская площадь";"58482481";"Андроньевская пл.";"Andron`evskaya ploshhad`";"004";"";"0107";"77000000000074900";
"022310";"улица Прямикова";"58482482";"ул. Прямикова";"ulicza Pryamikova";"001";"";"0107";"77000000000240300";
"022320";"Прямой переулок";"58482483";"Прямой пер.";"Pryamoj pereulok";"002";"";"0101";"77000000000240400";
"022330";"улица Прянишникова";"58482484";"ул. Прянишникова";"ulicza Pryanishnikova";"001";"";"0215";"77000000000240500";
"022340";"Псковская улица";"58482485";"Псковская ул.";"Pskovskaya ulicza";"001";"";"0306";"77000000000240600";
"022350";"1-я Пугачёвская улица";"58482486";"1-я Пугачёвская ул.";"Pervaya Pugachyovskaya ulicza";"001";"";"0415";"77000000000240700";
"022351";"2-я Пугачёвская улица";"58482487";"2-я Пугачёвская ул.";"Vtoraya Pugachyovskaya ulicza";"001";"";"0415";"77000000000240800";
"022360";"Пуговишников переулок";"58482488";"Пуговишников пер.";"Pugovishnikov pereulok";"002";"";"0109";"77000000000240900";
"022370";"улица Пудовкина";"58482489";"ул. Пудовкина";"ulicza Pudovkina";"001";"";"0815";"77000000000241000";
"022380";"Пулковская улица";"58482490";"Пулковская ул.";"Pulkovskaya ulicza";"001";"";"0207";"77000000000241100";
"022400";"Путевой проезд";"58482491";"Путевой пр.";"Putevoj proezd";"003";"";"0302;0306";"77000000000241200";
"022410";"Путейская улица";"58482492";"Путейская ул.";"Putejskaya ulicza";"001";"";"0209";"77000000000034100";
"022420";"Путейский тупик";"58482493";"Путейский туп.";"Putejskij tupik";"007";"";"0102";"77000000000241300";
"022422";"Путилковское шоссе";"58482494";"Путилковское ш.";"Putilkovskoe shosse";"006";"";"0901;0902";"77000000000241400";
"022425";"Малый Путинковский переулок";"58482495";"М. Путинковский пер.";"Maly'j Putinkovskij pereulok";"002";"";"0108";"77000000000058500";
"022430";"Пушечная улица";"58482496";"Пушечная ул.";"Pushechnaya ulicza";"001";"";"0105";"77000000000241600";
"022441";"улица Пушкина";"58482497";"ул. Пушкина";"ulicza Pushkina";"001";"";"0813";"77000000033420100";
"022450";"Пушкинская набережная";"58482498";"Пушкинская наб.";"Pushkinskaya naberezhnaya";"005";"";"0110";"77000000000241900";
"022460";"Пушкинская площадь";"58482499";"Пушкинская пл.";"Pushkinskaya ploshhad`";"004";"";"0108";"77000000000242000";
"022470";"улица Большая Дмитровка";"58482500";"ул. Б. Дмитровка";"ulicza Bol`shaya Dmitrovka";"001";"";"0108";"77000000000716700";
"022480";"Пыжёвский переулок";"58482501";"Пыжёвский пер.";"Py'zhyovskij pereulok";"002";"";"0110";"77000000000242100";
"022495";"улица Пырьева";"58482502";"ул. Пырьева";"ulicza Py'r`eva";"001";"";"0815";"77000000000717000";
"022500";"Пыхов-Церковный проезд";"58482503";"Пыхов-Церковный пр.";"Py'xov-Czerkovny'j proezd";"003";"";"0108";"77000000000343600";
"022505";"Пяловская улица";"58482504";"Пяловская ул.";"Pyalovskaya ulicza";"001";"";"0209";"77000000000242300";
"022511";"2-й Пятигорский проезд";"58482505";"2-й Пятигорский пр.";"Vtoroj Pyatigorskij proezd";"003";"";"0513";"77000000000007500";
"022520";"Манежная площадь";"58482506";"Манежная пл.";"Manezhnaya ploshhad`";"004";"";"0108";"77000000000707000";
"022525";"улица 50 лет Октября";"58482507";"ул. 50 лет Октября";"ulicza Pyat`desyat let Oktyabrya";"001";"";"0816";"77000000000242800";
"022527";"улица Вторая Пятилетка";"58482508";"ул. Вторая Пятилетка";"ulicza Vtoraya Pyatiletka";"001";"";"1005";"77000002000104200";
"022530";"Пятницкая улица";"58482509";"Пятницкая ул.";"Pyatniczkaya ulicza";"001";"";"0103";"77000000000242500";
"022540";"Пятницкий переулок";"58482510";"Пятницкий пер.";"Pyatniczkij pereulok";"002";"";"0103";"77000000000242600";
"022545";"Пятницкое шоссе";"58482511";"Пятницкое ш.";"Pyatniczkoe shosse";"006";"";"0902";"77000000000242700";
"022550";"Рабочая улица";"58482512";"Рабочая ул.";"Rabochaya ulicza";"001";"";"0107";"77000000000242900";
"022560";"Рабфаковский переулок";"58482513";"Рабфаковский пер.";"Rabfakovskij pereulok";"002";"";"0102";"77000000000379700";
"022570";"1-й Рабочий переулок";"58482514";"1-й Рабочий пер.";"Pervy'j Rabochij pereulok";"002";"";"0107";"77000000000243000";
"022680";"Радарная улица";"58482515";"Радарная ул.";"Radarnaya ulicza";"001";"";"0813";"77000000000243100";
"022690";"1-я Радиальная улица";"58482516";"1-я Радиальная ул.";"Pervaya Radial`naya ulicza";"001";"";"0606";"77000000000379800";
"022700";"3-я Радиальная улица";"58482517";"3-я Радиальная ул.";"Tret`ya Radial`naya ulicza";"001";"";"0606";"77000000000052000";
"022702";"5-я Радиальная улица";"58482518";"5-я Радиальная ул.";"Pyataya Radial`naya ulicza";"001";"";"0606";"77000000000380000";
"022703";"6-я Радиальная улица";"58482519";"6-я Радиальная ул.";"Shestaya Radial`naya ulicza";"001";"";"0606";"77000000000380100";
"022704";"8-я Радиальная улица";"58482520";"8-я Радиальная ул.";"Vos`maya Radial`naya ulicza";"001";"";"0606";"77000000000420100";
"022705";"9-я Радиальная улица";"58482521";"9-я Радиальная ул.";"Devyataya Radial`naya ulicza";"001";"";"0606";"77000000000420200";
"022706";"10-я Радиальная улица";"58482522";"10-я Радиальная ул.";"Desyataya Radial`naya ulicza";"001";"";"0606";"77000000000420300";
"022707";"11-я Радиальная улица";"58482523";"11-я Радиальная ул.";"Odinnadczataya Radial`naya ulicza";"001";"";"0606";"77000000000420400";
"022710";"1-я Радиаторская улица";"58482524";"1-я Радиаторская ул.";"Pervaya Radiatorskaya ulicza";"001";"";"0205";"77000000000243300";
"022711";"2-я Радиаторская улица";"58482525";"2-я Радиаторская ул.";"Vtoraya Radiatorskaya ulicza";"001";"";"0205";"77000000000243400";
"022712";"3-я Радиаторская улица";"58482526";"3-я Радиаторская ул.";"Tret`ya Radiatorskaya ulicza";"001";"";"0205";"77000000000243500";
"022727";"улица Радио";"58482527";"ул. Радио";"ulicza Radio";"001";"";"1005";"77000002000243700";
"022728";"улица Радиоцентр";"58482528";"ул. Радиоцентр";"ulicza Radioczentr";"001";"";"1005";"77000002000244000";
"022730";"улица Радио";"58482529";"ул. Радио";"ulicza Radio";"001";"";"0102";"77000000000243600";
"022740";"Верхняя Радищевская улица";"58482530";"Верх. Радищевская ул.";"Verxnyaya Radishhevskaya ulicza";"001";"";"0107";"77000000000244100";
"022750";"Нижняя Радищевская улица";"58482531";"Нижн. Радищевская ул.";"Nizhnyaya Radishhevskaya ulicza";"001";"";"0107";"77000000000244200";
"022760";"Радужная улица";"58482532";"Радужная ул.";"Raduzhnaya ulicza";"001";"";"0303";"77000000000244300";
"022770";"улица Раевского";"58482533";"ул. Раевского";"ulicza Raevskogo";"001";"";"0805";"77000000000244400";
"022800";"улица Варварка";"58482534";"ул. Варварка";"ulicza Varvarka";"001";"";"0108";"77000000000706700";
"022810";"площадь Разгуляй";"58482535";"пл. Разгуляй";"ploshhad` Razgulyaj";"004";"";"0102";"77000000000380300";
"022820";"Раздельная улица";"58482536";"Раздельная ул.";"Razdel`naya ulicza";"001";"";"0213";"77000000000244500";
"022830";"бульвар Яна Райниса";"58482537";"бульв. Яна Райниса";"bul`var Yana Rajnisa";"008";"";"0904;0908";"77000000000343800";
"022850";"Ракетный бульвар";"58482538";"Ракетный бульв.";"Raketny'j bul`var";"008";"";"0301";"77000000000244700";
"022865";"улица Раменки";"58482539";"ул. Раменки";"ulicza Ramenki";"001";"";"0814;0815";"77000000000244800";
"022870";"Раменский бульвар";"58482540";"Раменский бульв.";"Ramenskij bul`var";"008";"";"0815";"77000000000752500";
"022880";"площадь Расковой";"58482541";"пл. Расковой";"ploshhad` Raskovoj";"004";"";"0214";"77000000000245000";
"022890";"улица Расковой";"58482542";"ул. Расковой";"ulicza Raskovoj";"001";"";"0202";"77000000000245100";
"022900";"переулок Расковой";"58482543";"пер. Расковой";"pereulok Raskovoj";"002";"";"0202";"77000000000244900";
"022910";"улица Расплетина";"58482544";"ул. Расплетина";"ulicza Raspletina";"001";"";"0907";"77000000000245200";
"022920";"Рассветная аллея";"58482545";"Рассветная аллея";"Rassvetnaya alleya";"009";"";"0404";"77000000000043800";
"022930";"Рассказовская улица";"58482546";"Рассказовская ул.";"Rasskazovskaya ulicza";"001";"";"0813";"77000000000245300";
"023020";"Расторгуевский переулок";"58482547";"Расторгуевский пер.";"Rastorguevskij pereulok";"002";"";"0106";"77000000000245400";
"023021";"Ратная улица";"58482548";"Ратная ул.";"Ratnaya ulicza";"001";"";"0708";"77000000000245500";
"023033";"Раушская набережная";"58482549";"Раушская наб.";"Raushskaya naberezhnaya";"005";"";"0103";"77000000000245600";
"023040";"1-й Раушский переулок";"58482550";"1-й Раушский пер.";"Pervy'j Raushskij pereulok";"002";"";"0103";"77000000000245700";
"023050";"2-й Раушский переулок";"58482551";"2-й Раушский пер.";"Vtoroj Raushskij pereulok";"002";"";"0103";"77000000000245800";
"023060";"Рахмановский переулок";"58482552";"Рахмановский пер.";"Raxmanovskij pereulok";"002";"";"0108";"77000000000058700";
"023070";"улица Ращупкина";"58482553";"ул. Ращупкина";"ulicza Rashhupkina";"001";"";"0809";"77000000000246000";
"023080";"площадь Революции";"58482554";"пл. Революции";"ploshhad` Revolyuczii";"004";"";"0108";"77000000000058800";
"023100";"Резервный проезд";"58482555";"Резервный пр.";"Rezervny'j proezd";"003";"";"0805";"77000000000246200";
"023110";"1-я Рейсовая улица";"58482556";"1-я Рейсовая ул.";"Pervaya Rejsovaya ulicza";"001";"";"0813";"77000000000763000";
"023111";"2-я Рейсовая улица";"58482557";"2-я Рейсовая ул.";"Vtoraya Rejsovaya ulicza";"001";"";"0813";"77000000000763100";
"023112";"3-я Рейсовая улица";"58482558";"3-я Рейсовая ул.";"Tret`ya Rejsovaya ulicza";"001";"";"0813";"77000000002394300";
"023120";"Ремесленная улица";"58482559";"Ремесленная ул.";"Remeslennaya ulicza";"001";"";"0606";"77000000000380600";
"023130";"улица Ремизова";"58482560";"ул. Ремизова";"ulicza Remizova";"001";"";"0705";"77000000000246600";
"023160";"Болотная площадь";"58482561";"Болотная пл.";"Bolotnaya ploshhad`";"004";"";"0110";"77000000000718400";
"023180";"Реутовская улица";"58482562";"Реутовская ул.";"Reutovskaya ulicza";"001";"";"0404";"77000000000043900";
"023195";"улица Речников";"58482563";"ул. Речников";"ulicza Rechnikov";"001";"";"0614";"77000000000247000";
"023197";"Речной проезд";"58482564";"Речной пр.";"Rechnoj proezd";"003";"";"0511";"77000000000747900";
"023200";"Малый Ржевский переулок";"58482565";"М. Ржевский пер.";"Maly'j Rzhevskij pereulok";"002";"";"0101;0106";"77000000000343900";
"023210";"Большой Ржевский переулок";"58482566";"Б. Ржевский пер.";"Bol`shoj Rzhevskij pereulok";"002";"";"0101";"77000000000247100";
"023220";"Рижская площадь";"58482567";"Рижская пл.";"Rizhskaya ploshhad`";"004";"";"0105;0309";"77000000000247200";
"023230";"1-й Рижский переулок";"58482568";"1-й Рижский пер.";"Pervy'j Rizhskij pereulok";"002";"";"0301";"77000000000247300";
"023240";"Рижский проезд";"58482569";"Рижский пр.";"Rizhskij proezd";"003";"";"0301";"77000000000247400";
"023245";"улица Римского-Корсакова";"58482570";"ул. Римского-Корсакова";"ulicza Rimskogo-Korsakova";"001";"";"0311";"77000000000247500";
"023246";"Ровная улица";"58482571";"Ровная ул.";"Rovnaya ulicza";"001";"";"1005";"77000002000247600";
"023250";"Рогачёвский переулок";"58482572";"Рогачёвский пер.";"Rogachyovskij pereulok";"002";"";"0203";"77000000000247700";
"023260";"улица Рогова";"58482573";"ул. Рогова";"ulicza Rogova";"001";"";"0907";"77000000000247800";
"023270";"улица Рогожский Вал";"58482574";"ул. Рогожский Вал";"ulicza Rogozhskij Val";"001";"";"0107";"77000000000248200";
"023280";"Большой Рогожский переулок";"58482575";"Б. Рогожский пер.";"Bol`shoj Rogozhskij pereulok";"002";"";"0107";"77000000000248000";
"023290";"Малый Рогожский переулок";"58482576";"М. Рогожский пер.";"Maly'j Rogozhskij pereulok";"002";"";"0107";"77000000000248100";
"023300";"улица Рогожский Посёлок";"58482577";"ул. Рогожский Посёлок";"ulicza Rogozhskij Posyolok";"001";"";"0510";"77000000000344000";
"023305";"Родионовская улица";"58482578";"Родионовская ул.";"Rodionovskaya ulicza";"001";"";"0901";"77000000000243900";
"023306";"Родниковая улица";"58482579";"Родниковая ул.";"Rodnikovaya ulicza";"001";"";"0816;1106";"77000000000248300";
"023308";"Рождественская улица";"58482580";"Рождественская ул.";"Rozhdestvenskaya ulicza";"001";"";"0512";"77000000000745200";
"023310";"Рождественский бульвар";"58482581";"Рождественский бульв.";"Rozhdestvenskij bul`var";"008";"";"0105";"77000000000248500";
"023320";"улица Розанова";"58482582";"ул. Розанова";"ulicza Rozanova";"001";"";"0217";"77000000000248600";
"023330";"бульвар Маршала Рокоссовского";"58482583";"бульв. Маршала Рокоссовского";"bul`var Marshala Rokossovskogo";"008";"";"0403";"77000000000248700";
"023335";"улица Рокотова";"58482584";"ул. Рокотова";"ulicza Rokotova";"001";"";"0712";"77000000000248800";
"023340";"площадь Ромена Роллана";"58482585";"пл. Ромена Роллана";"ploshhad` Romena Rollana";"004";"";"0818;0819";"77000000000248900";
"023350";"улица Петра Романова";"58482586";"ул. Петра Романова";"ulicza Petra Romanova";"001";"";"0515";"77000000000020500";
"023355";"1-я улица Рославка";"58482587";"1-я ул. Рославка";"Pervaya ulicza Roslavka";"001";"";"0902";"77000000000249000";
"023356";"2-я улица Рославка";"58482588";"2-я ул. Рославка";"Vtoraya ulicza Roslavka";"001";"";"0902";"77000000000323400";
"023360";"улица Рословка";"58482589";"ул. Рословка";"ulicza Roslovka";"001";"";"0902";"77000000000717900";
"023370";"улица Россолимо";"58482590";"ул. Россолимо";"ulicza Rossolimo";"001";"";"0109";"77000000000249100";
"023380";"Россошанская улица";"58482591";"Россошанская ул.";"Rossoshanskaya ulicza";"001";"";"0621";"77000000000249200";
"023390";"Россошанский проезд";"58482592";"Россошанский пр.";"Rossoshanskij proezd";"003";"";"0621";"77000000000249300";
"023400";"Ростовская набережная";"58482593";"Ростовская наб.";"Rostovskaya naberezhnaya";"005";"";"0109";"77000000000249400";
"023420";"2-й Ростовский переулок";"58482594";"2-й Ростовский пер.";"Vtoroj Rostovskij pereulok";"002";"";"0109";"77000000000420600";
"023430";"4-й Ростовский переулок";"58482595";"4-й Ростовский пер.";"Chetvyorty'j Rostovskij pereulok";"002";"";"0109";"77000000000249500";
"023440";"6-й Ростовский переулок";"58482596";"6-й Ростовский пер.";"Shestoj Rostovskij pereulok";"002";"";"0109";"77000000000249600";
"023450";"7-й Ростовский переулок";"58482597";"7-й Ростовский пер.";"Sed`moj Rostovskij pereulok";"002";"";"0109";"77000000000249700";
"023455";"Ростокинская улица";"58482598";"Ростокинская ул.";"Rostokinskaya ulicza";"001";"";"0312";"77000000000249800";
"023490";"Ростокинский проезд";"58482599";"Ростокинский пр.";"Rostokinskij proezd";"003";"";"0418";"77000000000250000";
"023610";"улица Ротерта";"58482600";"ул. Ротерта";"ulicza Roterta";"001";"";"0317";"77000000000250100";
"023620";"Рочдельская улица";"58482601";"Рочдельская ул.";"Rochdel`skaya ulicza";"001";"";"0106";"77000000000250200";
"023630";"2-я Рощинская улица";"58482602";"2-я Рощинская ул.";"Vtoraya Roshhinskaya ulicza";"001";"";"0609";"77000000000250300";
"023640";"3-я Рощинская улица";"58482603";"3-я Рощинская ул.";"Tret`ya Roshhinskaya ulicza";"001";"";"0609";"77000000000250400";
"023650";"1-й Рощинский проезд";"58482604";"1-й Рощинский пр.";"Pervy'j Roshhinskij proezd";"003";"";"0609;0610";"77000000000250500";
"023660";"2-й Рощинский проезд";"58482605";"2-й Рощинский пр.";"Vtoroj Roshhinskij proezd";"003";"";"0610";"77000000000250600";
"023670";"4-й Рощинский проезд";"58482606";"4-й Рощинский пр.";"Chetvyorty'j Roshhinskij proezd";"003";"";"0609";"77000000000250700";
"023680";"5-й Рощинский проезд";"58482607";"5-й Рощинский пр.";"Pyaty'j Roshhinskij proezd";"003";"";"0609";"77000000000250800";
"023690";"6-й Рощинский проезд";"58482608";"6-й Рощинский пр.";"Shestoj Roshhinskij proezd";"003";"";"0609";"77000000000250900";
"023695";"Рубежный проезд";"58482609";"Рубежный пр.";"Rubezhny'j proezd";"003";"";"0806";"77000000000342900";
"023705";"Рублёво-Успенское шоссе";"58482610";"Рублёво-Успенское ш.";"Rublyovo-Uspenskoe shosse";"006";"";"0807";"77000000000777800";
"023710";"Рублёвская улица";"58482611";"Рублёвская ул.";"Rublyovskaya ulicza";"001";"";"0807";"77000000025251100";
"023720";"Рублёвское шоссе";"58482612";"Рублёвское ш.";"Rublyovskoe shosse";"006";"";"0806;0807;0818;0819";"77000000025420700;77000000000251200";
"023730";"Рубцов переулок";"58482613";"Рубцов пер.";"Rubczov pereulok";"002";"";"0102";"77000000000251300";
"023740";"Рубцовская набережная";"58482614";"Рубцовская наб.";"Rubczovskaya naberezhnaya";"005";"";"0102";"77000000000251400";
"023750";"Рубцовско-Дворцовая улица";"58482615";"Рубцовско-Дворцовая ул.";"Rubczovsko-Dvorczovaya ulicza";"001";"";"0418";"77000000000251500";
"023759";"улица Адмирала Руднева";"58482616";"ул. Адмирала Руднева";"ulicza Admirala Rudneva";"001";"";"0711";"77000000000451200";
"023760";"улица Рудневой";"58482617";"ул. Рудневой";"ulicza Rudnevoj";"001";"";"0303";"77000000000251600";
"023761";"улица Руднёвка";"58482618";"ул. Руднёвка";"ulicza Rudnyovka";"001";"";"0409";"77000000000731900";
"023770";"Ружейный переулок";"58482619";"Ружейный пер.";"Ruzhejny'j pereulok";"002";"";"0109";"77000000000251700";
"023780";"Рузская улица";"58482620";"Рузская ул.";"Ruzskaya ulicza";"001";"";"0817";"77000000000433800";
"023790";"Руновский переулок";"58482621";"Руновский пер.";"Runovskij pereulok";"002";"";"0103";"77000000000251800";
"023800";"Русаковская набережная";"58482622";"Русаковская наб.";"Rusakovskaya naberezhnaya";"005";"";"0418";"77000000000251900";
"023810";"Русаковская улица";"58482623";"Русаковская ул.";"Rusakovskaya ulicza";"001";"";"0104;0418";"77000000000067800";
"023820";"проезд Русанова";"58482624";"пр. Русанова";"proezd Rusanova";"003";"";"0313";"77000000000252100";
"023830";"улица Руставели";"58482625";"ул. Руставели";"ulicza Rustaveli";"001";"";"0305";"77000000000252200";
"023840";"улица Маршала Рыбалко";"58482626";"ул. Маршала Рыбалко";"ulicza Marshala Ry'balko";"001";"";"0907";"77000000000252300";
"023850";"1-я Рыбинская улица";"58482627";"1-я Рыбинская ул.";"Pervaya Ry'binskaya ulicza";"001";"";"0418";"77000000000252400";
"023860";"2-я Рыбинская улица";"58482628";"2-я Рыбинская ул.";"Vtoraya Ry'binskaya ulicza";"001";"";"0418";"77000000000252500";
"023870";"3-я Рыбинская улица";"58482629";"3-я Рыбинская ул.";"Tret`ya Ry'binskaya ulicza";"001";"";"0418";"77000000000252600";
"023890";"Рыбинский переулок";"58482630";"Рыбинский пер.";"Ry'binskij pereulok";"002";"";"0418";"77000000000344600";
"023900";"Рыбников переулок";"58482631";"Рыбников пер.";"Ry'bnikov pereulok";"002";"";"0104";"77000000000067900";
"023910";"Рыбный переулок";"58482632";"Рыбный пер.";"Ry'bny'j pereulok";"002";"";"0108";"77000000000344700";
"023930";"Гагаринский переулок";"58482633";"Гагаринский пер.";"Gagarinskij pereulok";"002";"";"0109";"77000000000705700";
"023935";"улица Генерала Рычагова";"58482634";"ул. Генерала Рычагова";"ulicza Generala Ry'chagova";"001";"";"0210";"77000000000036900";
"023940";"Рюмин переулок";"58482635";"Рюмин пер.";"Ryumin pereulok";"002";"";"0107";"77000000000253000";
"023950";"Рябиновая улица";"58482636";"Рябиновая ул.";"Ryabinovaya ulicza";"001";"";"0809;0820";"77000000000253100";
"023960";"Ряжская улица";"58482637";"Ряжская ул.";"Ryazhskaya ulicza";"001";"";"0606";"77000000000380800";
"023970";"Рязанский переулок";"58482638";"Рязанский пер.";"Ryazanskij pereulok";"002";"";"0104";"77000000000068000";
"023980";"Рязанский проезд";"58482639";"Рязанский пр.";"Ryazanskij proezd";"003";"";"0104";"77000000000253400";
"023990";"Рязанский проспект";"58482640";"Рязанский просп.";"Ryazanskij prospekt";"010";"";"0504;0510;0513";"77000000000007600";
"024030";"Саввинская набережная";"58482641";"Саввинская наб.";"Savvinskaya naberezhnaya";"005";"";"0109";"77000000000253500";
"024040";"Большой Саввинский переулок";"58482642";"Б. Саввинский пер.";"Bol`shoj Savvinskij pereulok";"002";"";"0109";"77000000000253600";
"024050";"Малый Саввинский переулок";"58482643";"М. Саввинский пер.";"Maly'j Savvinskij pereulok";"002";"";"0109";"77000000000253700";
"024055";"Савёлкинский проезд";"58482644";"Савёлкинский пр.";"Savyolkinskij proezd";"003";"";"1010";"77000002000429700";
"024060";"Савёловская линия";"58482645";"Савёловская линия";"Savyolovskaya liniya";"017";"";"0305";"77000000000396800";
"024070";"Савёловский проезд";"58482646";"Савёловский пр.";"Savyolovskij proezd";"003";"";"0309";"77000000000253800";
"024075";"площадь Савёловского Вокзала";"58482647";"пл. Савёловского Вокзала";"ploshhad` Savyolovskogo Vokzala";"004";"";"0305";"77000000000253900";
"024080";"улица Савельева";"58482648";"ул. Савельева";"ulicza Savel`eva";"001";"";"0109";"77000000000254000";
"024085";"улица Маршала Савицкого";"58482649";"ул. Маршала Савицкого";"ulicza Marshala Saviczkogo";"001";"";"0711";"77000000000739200";
"024090";"Пожарский переулок";"58482650";"Пожарский пер.";"Pozharskij pereulok";"002";"";"0109";"77000000000712900";
"024100";"улица Саврасова";"58482651";"ул. Саврасова";"ulicza Savrasova";"001";"";"0214";"77000000000381000";
"024110";"Садовая улица";"58482652";"Садовая ул.";"Sadovaya ulicza";"001";"";"1005";"77000002000254300";
"024120";"Большая Садовая улица";"58482653";"Б. Садовая ул.";"Bol`shaya Sadovaya ulicza";"001";"";"0106;0108";"77000000000254200";
"024130";"Садовая-Каретная улица";"58482654";"Садовая-Каретная ул.";"Sadovaya-Karetnaya ulicza";"001";"";"0108";"77000000000058900";
"024140";"Садовая-Кудринская улица";"58482655";"Садовая-Кудринская ул.";"Sadovaya-Kudrinskaya ulicza";"001";"";"0106";"77000000000255100";
"024150";"Садовая-Самотёчная улица";"58482656";"Садовая-Самотёчная ул.";"Sadovaya-Samotyochnaya ulicza";"001";"";"0105;0108";"77000000000059000";
